City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,da nang,16.07,108.22,96.8,47,20,4.7,VN,1590463729
386,beyneu,45.32,55.2,83.71,22,0,5.93,KZ,1590463729
387,mumford,5.26,-0.76,75.74,87,100,6.93,GH,1590463729
388,rio gallegos,-51.62,-69.22,46.4,65,97,31.09,AR,1590463693
389,abu samrah,35.3,37.18,62.06,59,0,1.68,SY,1590463730
390,hovd,48.01,91.64,66.9,27,100,5.82,MN,1590463730
391,yelan,50.95,43.74,53.01,89,100,3.0,RU,1590463730
392,abu kamal,34.45,40.92,68.52,34,0,5.03,SY,1590463731
393,odessa,46.48,30.73,50.0,93,88,6.71,UA,1590463532
394,ceyhan,37.02,35.82,62.6,93,0,2.24,TR,1590463732
395,mount isa,-20.73,139.5,69.8,26,28,5.82,AU,1590463732
396,san quintin,30.48,-115.95,65.19,80,61,9.62,MX,1590463733
397,puerto madryn,-42.77,-65.04,53.47,68,60,21.36,AR,1590463733
398,jaunjelgava,56.62,25.08,46.99,96,0,4.27,LV,1590463734
399,sambava,-14.27,50.17,70.45,81,18,9.64,MG,1590463734
400,alice springs,-23.7,133.88,64.4,36,100,11.41,AU,1590463734
401,esil,51.96,66.4,62.85,60,0,16.31,KZ,1590463734
402,andenes,69.31,16.12,46.4,81,71,16.11,NO,1590463734
403,saint-paul,-21.01,55.27,68.0,94,4,8.05,RE,1590463735
404,dumas,35.87,-101.97,57.2,58,1,3.36,US,1590463490
405,cervo,43.67,-7.41,50.0,88,24,5.99,ES,1590463735
406,fortuna,40.6,-124.16,59.0,100,90,10.29,US,1590463735
407,antofagasta,-23.65,-70.4,60.8,77,90,1.12,CL,1590463735
408,ransang,8.96,117.58,89.31,61,0,4.5,PH,1590463736
409,lira,2.23,32.91,63.91,97,0,2.33,UG,1590463736
410,moa,20.66,-74.94,79.97,86,47,8.3,CU,1590463736
411,alyangula,-13.85,136.42,80.6,44,91,9.17,AU,1590463736
412,oranjemund,-28.55,16.43,51.55,80,33,4.29,NA,1590463737
413,becerril,9.7,-73.28,78.71,85,100,3.24,CO,1590463737
414,trancoso,22.73,-102.37,69.8,9,5,9.17,MX,1590463737
415,jiazi,22.88,116.07,82.78,80,100,15.28,CN,1590463737
416,skibbereen,51.55,-9.27,53.6,93,75,4.12,IE,1590463737
417,havre-saint-pierre,50.23,-63.6,51.8,66,90,4.7,CA,1590463738
418,fort saint james,54.43,-124.25,56.46,39,67,7.9,CA,1590463738
419,cabo san lucas,22.89,-109.91,79.0,56,24,14.09,MX,1590463721
420,edd,13.93,41.69,82.47,74,0,5.3,ER,1590463738
421,williamsburg,37.27,-76.71,62.6,93,1,4.59,US,1590463739
422,ampere,-25.91,-53.47,45.86,94,0,2.75,BR,1590463739
423,baru,-7.05,112.39,88.34,66,82,3.69,ID,1590463739
424,beloha,-25.17,45.05,64.67,95,0,5.93,MG,1590463739
425,quatre cocos,-20.21,57.76,75.0,73,75,13.87,MU,1590463740
426,amapa,1.0,-52.0,72.46,97,46,2.33,BR,1590463740
427,yanam,16.73,82.22,90.77,60,25,6.31,IN,1590463740
428,poros,37.5,23.45,62.01,77,94,1.01,GR,1590463740
429,te anau,-45.42,167.72,52.21,66,8,1.05,NZ,1590463740
430,ancud,-41.87,-73.82,55.0,100,90,10.29,CL,1590463741
431,saint-joseph,-21.37,55.62,73.4,73,90,19.46,RE,1590463741
432,manokwari,-0.87,134.08,85.39,69,3,3.96,ID,1590463741
433,qiqihar,47.34,123.97,71.85,24,0,12.46,CN,1590463741
434,pacasmayo,-7.4,-79.57,68.45,82,63,7.76,PE,1590463742
435,narragansett,41.45,-71.45,57.99,87,75,2.91,US,1590463742
436,viramgam,23.12,72.05,87.8,66,2,9.17,IN,1590463742
437,egvekinot,66.32,-179.17,31.59,100,100,2.64,RU,1590463742
438,berlevag,70.86,29.09,42.8,70,0,6.93,NO,1590463742
439,cedar falls,42.53,-92.45,70.0,83,40,4.7,US,1590463743
440,benguela,-12.58,13.41,69.64,78,0,4.05,AO,1590463743
441,khanapur,15.63,74.52,80.6,78,20,13.87,IN,1590463743
442,malinovskiy,61.2,62.84,51.71,78,90,5.68,RU,1590463743
443,werda,-25.27,23.28,48.97,72,34,9.04,BW,1590463744
444,muzhi,65.37,64.67,43.02,63,0,3.98,RU,1590463744
445,southbridge,42.08,-72.03,62.01,97,26,4.05,US,1590463744
446,liku,-0.73,119.89,88.88,56,90,2.01,ID,1590463744
447,yatou,37.15,122.38,61.95,81,100,6.78,CN,1590463744
448,riyadh,24.69,46.72,78.8,36,0,5.82,SA,1590463745
449,marilia,-22.21,-49.95,48.65,92,0,4.72,BR,1590463745
450,comodoro rivadavia,-45.87,-67.5,50.0,61,77,5.82,AR,1590463663
451,aswan,24.09,32.91,71.29,22,0,9.93,EG,1590463745
452,beaverlodge,55.22,-119.44,57.2,44,40,17.22,CA,1590463745
453,haines junction,60.75,-137.51,48.22,48,0,9.31,CA,1590463746
454,curaca,-8.99,-39.91,76.24,79,88,6.87,BR,1590463746
455,kushima,31.46,131.23,75.2,73,75,4.7,JP,1590463746
456,altay,47.87,88.12,73.96,32,2,3.85,CN,1590463746
457,oksovskiy,62.61,39.9,44.35,93,91,2.33,RU,1590463747
458,toropets,56.5,31.64,47.16,80,0,1.16,RU,1590463747
459,kitui,-1.37,38.01,60.22,99,25,2.37,KE,1590463747
460,cooma,-36.23,149.13,50.0,93,99,8.05,AU,1590463747
461,winslow,35.02,-110.7,64.4,15,1,8.05,US,1590463747
462,mazagao,-0.12,-51.29,80.6,100,20,4.7,BR,1590463748
463,stornoway,58.21,-6.39,50.0,87,0,9.17,GB,1590463748
464,aklavik,68.22,-135.01,60.8,38,20,11.41,CA,1590463748
465,onguday,50.75,86.15,69.76,60,61,2.3,RU,1590463749
466,gastonia,35.26,-81.19,69.01,92,100,1.01,US,1590463749
467,kharan,28.58,65.42,87.78,13,0,6.58,PK,1590463749
468,ler,8.3,30.14,75.22,84,98,3.85,SS,1590463506
469,juneau,58.3,-134.42,46.4,87,90,6.93,US,1590463749
470,sheridan,44.83,-106.92,53.01,66,1,3.36,US,1590463702
471,tomatlan,19.93,-105.25,67.69,80,2,1.41,MX,1590463750
472,novyy svit,47.81,38.02,51.76,92,100,9.78,UA,1590463750
473,teguldet,57.31,88.17,59.58,79,100,3.42,RU,1590463750
474,uige,-7.61,15.06,66.47,92,80,2.04,AO,1590463750
475,kodinsk,58.69,99.18,60.12,41,10,15.32,RU,1590463751
476,mokhsogollokh,61.47,128.92,77.99,24,31,8.14,RU,1590463751
477,tilichiki,60.47,166.1,40.26,71,87,5.68,RU,1590463751
478,bushehr,28.97,50.84,84.2,62,0,9.17,IR,1590463751
479,athabasca,54.72,-113.29,59.47,72,100,2.46,CA,1590463752
480,manuk mangkaw,4.8,119.85,84.54,70,23,2.04,PH,1590463752
481,saumur,47.33,-0.25,57.99,71,3,4.7,FR,1590463752
482,belmonte,-15.86,-38.88,73.4,94,81,3.36,BR,1590463752
483,isla mujeres,21.23,-86.73,80.01,94,90,5.82,MX,1590463753
484,tyulyachi,55.89,50.24,53.6,76,41,4.47,RU,1590463753
485,kuching,1.55,110.33,89.6,75,40,4.7,MY,1590463753
486,weinan,34.5,109.51,82.4,24,76,4.47,CN,1590463753
487,bonaventure,48.05,-65.49,64.4,52,90,9.17,CA,1590463754
488,argelia,2.26,-77.25,67.48,78,100,0.98,CO,1590463754
489,sanawad,22.18,76.07,89.6,49,19,6.93,IN,1590463754
490,hushitai,41.93,123.51,69.8,35,17,4.47,CN,1590463754
491,gravdal,68.12,13.5,45.9,79,100,21.07,NO,1590463754
492,erdenet,49.03,104.08,64.89,35,1,10.29,MN,1590463755
493,dingle,11.0,122.67,91.9,56,25,5.82,PH,1590463755
494,campbell river,50.02,-125.24,57.2,93,90,3.36,CA,1590463755
495,shingu,33.73,135.98,77.0,65,75,3.36,JP,1590463755
496,amahai,-3.33,128.92,79.9,82,100,6.82,ID,1590463755
497,maniitsoq,65.42,-52.9,31.89,98,100,12.82,GL,1590463756
498,bergerac,44.83,0.5,57.99,66,0,1.99,FR,1590463756
499,vardo,70.37,31.11,50.0,71,9,4.7,NO,1590463756
500,takaungu,-3.68,39.86,75.74,87,7,7.65,KE,1590463757
501,kupavna,55.75,38.13,53.01,93,66,3.22,RU,1590463757
502,port lincoln,-34.73,135.87,62.37,49,92,19.39,AU,1590463757
503,belyy yar,53.6,91.39,77.0,44,100,8.95,RU,1590463757
504,noyabrsk,63.2,75.45,43.81,62,31,18.45,RU,1590463758
505,machiques,10.06,-72.55,79.95,75,100,4.9,VE,1590463758
506,thai binh,20.45,106.33,78.8,88,20,8.05,VN,1590463758
507,zhezkazgan,47.8,67.71,80.6,32,0,13.42,KZ,1590463758
508,porbandar,21.64,69.61,86.0,69,0,16.31,IN,1590463759
509,gillette,44.29,-105.5,52.0,81,1,2.3,US,1590463759
510,tete,-16.16,33.59,62.6,77,9,2.24,MZ,1590463759
511,petropavlovsk-kamchatskiy,53.05,158.65,50.0,61,40,13.42,RU,1590463479
512,evensk,61.95,159.23,39.29,85,100,3.85,RU,1590463760
513,belaya gora,68.53,146.42,55.44,39,52,7.36,RU,1590463760
514,high rock,26.62,-78.28,77.22,82,94,24.2,BS,1590463760
515,bucerias,20.75,-105.33,69.76,76,0,0.43,MX,1590463760
516,gimli,50.63,-96.99,62.01,66,100,2.98,CA,1590463760
517,ponta do sol,32.67,-17.1,69.8,46,20,6.93,PT,1590463761
518,topchikha,52.82,83.12,77.0,47,79,13.42,RU,1590463761
519,salalah,17.02,54.09,84.2,83,40,2.24,OM,1590463761
520,kirakira,-10.45,161.92,85.41,68,51,12.01,SB,1590463761
521,meulaboh,4.14,96.13,82.2,77,90,3.87,ID,1590463761
522,las guacamayas,18.02,-102.22,72.79,82,0,4.5,MX,1590463762
523,hofn,64.25,-15.21,46.17,78,37,31.65,IS,1590463762
524,goya,-29.14,-59.26,49.91,85,0,4.14,AR,1590463762
525,kampong thum,12.71,104.89,86.72,70,100,6.55,KH,1590463762
526,chapais,49.78,-74.85,59.0,100,75,3.36,CA,1590463762
527,inhambane,-23.86,35.38,67.59,75,0,13.13,MZ,1590463763
528,sistranda,63.73,8.83,46.4,93,100,3.36,NO,1590463763
529,bitam,2.08,11.5,69.67,98,100,3.65,GA,1590463763
530,panalingaan,8.78,117.42,90.55,57,3,4.09,PH,1590463763
531,bairiki,1.33,172.98,87.8,70,40,2.24,KI,1590463519
532,liuhe,42.24,125.72,63.84,50,100,9.31,CN,1590463764
533,guder,8.97,37.77,58.64,64,24,2.51,ET,1590463764
534,kargasok,59.06,80.86,50.85,80,100,16.06,RU,1590463764
535,ternate,0.8,127.4,82.98,76,81,9.82,ID,1590463764
536,flinders,-34.58,150.86,64.0,78,86,4.0,AU,1590463764
537,almaznyy,48.04,40.05,53.6,93,40,6.71,RU,1590463765
538,makurdi,7.74,8.51,74.97,94,100,3.49,NG,1590463765
539,rawson,-43.3,-65.1,52.02,68,11,19.33,AR,1590463765
540,turukhansk,65.82,87.98,46.54,53,0,14.43,RU,1590463766
541,luwuk,-0.95,122.79,82.62,76,100,2.37,ID,1590463738
542,atasu,48.68,71.64,80.73,35,0,8.79,KZ,1590463766
543,zhigansk,66.77,123.37,68.92,46,38,14.67,RU,1590463766
544,amfiklia,38.63,22.58,57.99,88,90,1.01,GR,1590463766
545,asau,46.43,26.4,48.2,93,95,3.36,RO,1590463767
546,president roxas,7.15,125.06,91.4,55,40,9.17,PH,1590463767
547,airai,-8.93,125.41,72.82,82,59,0.98,TL,1590463767
548,trelew,-43.25,-65.31,51.12,66,10,17.56,AR,1590463767
549,bismarck,46.81,-100.78,59.0,77,90,3.36,US,1590463475
550,boyabat,41.47,34.77,49.95,69,78,1.28,TR,1590463768
551,xichang,27.9,102.26,56.46,79,100,2.42,CN,1590463768
552,saint anthony,45.02,-93.22,73.4,73,1,4.07,US,1590463768
553,kulachi,31.93,70.46,100.18,11,0,4.52,PK,1590463768
554,saint-ambroise,48.55,-71.33,61.0,87,90,1.05,CA,1590463769
555,ningxiang,37.34,111.21,68.36,26,8,19.3,CN,1590463769
556,filadelfia,39.95,-75.16,66.2,88,20,5.82,US,1590463746
557,tabuk,17.42,121.44,88.56,62,31,4.07,PH,1590463769
